,新聞,類別
10,（中央社記者劉麗榮台北28日電）人口老化使得長照議題越來越受重視，國研院人工智慧產學研聯盟結合成大、中山舉辦長照趨勢論壇，智慧照護及智慧機器人受到關注，可望帶動南台灣智慧長照發展趨勢。國家實驗研究院轄下人工智慧產學研聯盟受南部科學園區管理局委託，執行「台灣AI創新合作計畫」，攜手科技部人工智慧生技醫療創新研究中心、科技部全幅健康照護子中心、成功大學國際產學聯盟及中山大學全球產學營運及推廣處等單位，今天下午在台南成大會館共同舉辦「長照藍圖與醫療應用趨勢論壇暨技術交流展」。國研院透過新聞稿指出，論壇以智慧照護及智慧機器人作為討論主軸，特別邀請分別來自學術界、產業界及醫界的6位講者前來分享，討論人工智慧技術如何應用在照護領域，而智慧機器人的發展又可以為長照帶來什麼樣的幫助。現場也規劃展示區，展出逾十個攤位，邀請全台相關技術廠商及專家學者設攤展示研發技術與成品，甚至有來自以色列的高科技產品前來展出。透過各個展示攤位的詳細解說與體驗互動，讓與會者更加認識人工智慧技術的發展與應用情形，場面熱鬧非凡，討論度相當高。南科管理局長林威呈表示，人口老化使得長照議題越來越受到重視，人工智慧是當今科技發展趨勢，南管局設立南部智慧生醫產業聚落已長達十餘年，再加上近年來設置的AI-ROBOT自造基地，相信未來定能協助產業界發展智慧照護相關產品。成功大學研究發展處研發長謝孫源指出，在AI浪潮席捲之下，智慧機器人的開發已越來越多元化，也逐漸廣泛應用於實質場域，無論是醫療支援、居家照護、生活陪伴等，皆提供了相當大的協助。成大結合校內研發單位與成大醫院的應用場域，已有許多傑出的AI研發能量，盼透過與各單位相互鏈結，發揮加倍效應。科技部人工智慧生技醫療創新研究中心主任孫永年表示，智慧照護為AI生醫中心推廣重點領域之一，隨著全球長照需求日益增加，科技部等政府相關部門已持續投入資源，支持學研計畫，期盼更多優質的研發成果能夠超越國際水準並實質落地，為產業發展及人民需求帶來更多幫助。（編輯：趙蔚蘭）1080628,科技
11,（中央社記者黃自強新加坡27日專電）新加坡新創科技展今天開幕，台灣參展業者極具新創巧思，除科技新創、智慧醫療領域外，也有顧客經營管家、提供導遊與旅客媒合平台等新商業服務應用模式，備受各國關注。新創科技展（Innovfest Unbound）從今天起在濱海灣金沙會展中心舉辦兩天。今年有來自100多個國家、超過1萬5000家企業、投資者與新創業者參與活動。科技部這次展會設立「TTA台灣新創館」，共有智慧醫療、科技新創等4大領域共28家業者參展，其中也包括執行經濟部商業司新創計畫的資策會國際處帶領的7家新創業者。資策會國際處長黃瓊雅受訪指出，資策會這次兵分兩路分赴新加坡與菲律賓參展。新加坡與菲律賓兩地雖國情不同，但資策會也在尋求策略聯盟機會，盼都能成為台灣進軍東協國家最好的跳板與利基。黃瓊雅強調，新加坡具有國際性、消費活絡、法規明確等優勢，這對台灣新創、智慧商業服務應用有很大利基，透過參與新加坡展會，讓其他的國際廠商看到台灣諸多創新服務設計，這也是台灣新創業者最佳的展現舞台。值得注意的是，「TTA台灣新創館」中有關智慧商業服務及觀光創新應用也成為其他國家新創業者關注焦點。台灣新創業者提供導遊與旅客媒合的網路平台MyProGuide，主要服務對象為持有證照的導遊與自由行旅客。台灣新創業者也提供整合諸如電子會員集點、行動智慧問卷、訂候位助手等多種方便工具的OCard「顧客經營管家」系統，讓品牌店家快速搜集顧客資料，結合大數據分析及人工智慧，也使顧客經營及再行銷更輕鬆。另外，在智慧商業服務應用方面，台灣新創業者Dipp利用自動生成平面廣告的智慧平台，整合商家行銷需求及目標客群，即時提供適用於各平台規格的行銷廣告。目前在新加坡尚未有這項創新服務，對於當地中小型商家來說，是相當具吸引力的行銷工具。（編輯：王永志）1080627,科技
12,（中央社記者吳家豪台北27日電）通訊軟體LINE今天在日本東京年會宣布，將從7月起在日本推出原創貼圖吃到飽的訂閱服務，用戶支付月租費240日圓（約新台幣69元）就能無限使用超過300萬組原創貼圖，台灣也有機會引進這項服務。在LINE CONFERENCE 2019年會中，LINE總部分享作為智慧入口基石的LINE App未來發展、嶄新服務及旗下各事業的相關計畫與布局，包含廣告、娛樂、新聞等核心事業，以及金融科技（FinTech）、人工智慧（AI）等戰略發展。LINE宣布將從7月起，在日本推出全新的原創市集貼圖吃到飽訂閱服務LINE Stickers Premium，日本用戶只要支付月租費240日圓（學生優惠價格120日圓），就能無限使用超過300萬組、總價值約3.8億日圓的原創貼圖。LINE告訴中央社記者，LINE原創貼圖吃到飽的訂閱服務未來有機會在台灣市場推出，相關計畫正在評估中。（編輯：黃國倫）1080627,科技
13,（中央社記者黃自強新加坡27日專電）新加坡新創科技展今天開幕，科技部率28家科技新創業者參展，期盼透過國際重要新創展會，為台灣新創搭建接軌國際的新契機。新創科技展（Innovfest Unbound）從今天起在濱海灣金沙會展中心舉辦兩天展覽。今年有來自100多個國家、超過1萬5000家企業、投資者與新創業者參與活動。科技部這次展會設立「TTA台灣新創館」，共有智慧醫療、科技新創等4大領域共28家業者參展。科技部產學及園區業務司副司長涂君怡表示，台灣長期投入科技產業發展，累積的不僅是科技技術創新，也藉由產官學研資源整合，培育新一代的科技創新人才，透過產業攜手驗證與市場測試，新南向市場儼然成為台灣新創布局的最佳場域與市場機會。她指出，科技部秉持「小國大戰略」策略，挑選來自台灣符合新南向市場的科技新創，進行一系列企業路演( Roadshow)與媒合，為台灣科技新創找到提升國際競爭力實戰機會，期盼台灣成為新創重要據點。涂君怡表示，台灣於2018年成立台灣科技新創基地（Taiwan Tech Arena），就是要打造台灣成為國際新創生態圈的重要平台，以科技新創鏈結全球，讓台灣新創團隊透過技術與產業加持把國際新創業吸引進台灣。涂君怡強調，諸如美國、法國、以色列、加拿大、盧森堡等國，都相繼與台灣科技新創基地進行包括人工智慧、軟體與半導體培訓及產業媒合等合作，累計高達167家科技新創的相關專業培訓，其中有50%是來自海外新創團隊，讓台灣科技新創基地成為全球的重要交流平台，進而接受全球新挑戰。新創科技展為期兩天，台灣新創業者透過這次展會與全球投資人及新創公司進行近距離交流與合作洽談，攜手建立新南向到全球市場的新機會。（編輯：王永志）1080627,科技
14,（中央社記者劉麗榮台北27日電）未來資訊世界如何駕馭GPU（圖形處理器）協助AI發展，逐漸成為顯學。國研院國網中心的台灣計算雲（TWCC）聯手NVIDIA，協助科學家將計算工作轉移至以GPU加速為主的運算平台，效能提升10倍以上。國研院今天透過新聞稿指出，未來資訊世界將由巨量的資料蒐集與分析所組成，如何駕馭GPU運算的加速引擎，協助台灣AI發展，逐漸成為顯學。為讓科學家容易上手，掌握GPU運算的優勢，國研院高速網路與計算中心首度與NVIDIA（輝達）合作，於6月26日舉辦GPU Bootcamp學習營活動，進行OpenACC平行計算編程 語法教學，使國內使用者輕鬆了解與應用。國研院說，這也是NVIDIA於全世界首次運用台灣AI計算雲（TWCC）平台進行使用者教學，協助科學家將計算工作轉移至以GPU加速為主的運算平台，以獲得10倍以上的效能提升。國網中心主任史曉斌表示，TWCC作為AI發展的一方沃土，也是提供台灣科學領域發展的重要養分，期望後續能與NVIDIA合作運用雙方的資源，讓流體力學、大氣模擬、生物資訊、天文學、高能與粒子物理等領域，都能享用到AI主機「台灣杉二號」的超級能量，促進更多尖端前沿的科技研究。NVIDIA全球副總裁暨台灣區總經理邱麗孟表示，加速平台正激起現今許多令人感到興奮的科學新發現，OpenACC 提供科學家與研究人員一條取得加速運算的捷徑，減少程式編輯的成本。NVIDIA很高興能與國網中心合作，透過TWCC的GPU加速平台，將更多的科學發現與更少的程式編輯成本帶給台灣的研究人員與開發者社群。國研院說，GPU的普及，可說是近年來科學計算的最大變革，一張GPU卡裡即有上百個匯流處理器（相當於CPU的計算核心），所以在平行處理程式時，使用GPU會比單核CPU最多快上百倍，其優異的效能不只推進資料分析與機器學習，也可造福既有科學與工程的高速運算社群。國研院國網中心台灣計算雲TWCC已於6月展開試營運，並將於第4季對業界開放服務，未來也將持續與NVIDIA合作，讓使用者輕鬆駕馭加速平台，幫助各領域應用體驗其卓越效能。（編輯：黃國倫）1080627,科技
15,（中央社記者吳家豪台北27日電）YouTube為了讓觀眾擁有更多主控權，近期將推出3項新功能，包括進一步掌控在首頁和即將播放專區顯示的影片、將不感興趣的頻道從相關建議影片移除、說明推薦特定影片的原因。Google今天在官方部落格發文指出，讓使用者可以在YouTube上找到自己喜愛的內容，對Google來說非常重要。Google希望能幫助觀眾發掘新的興趣與愛好，例如未曾聽聞的優質演出者、其他值得訂閱的創作者，或一份精美食譜。儘管如此，Google認為，只有使用者自己才真正瞭解自己想要觀看什麼樣的內容。觀眾曾多次向Google反應，希望能更確實掌控YouTube首頁，以及「即將播放」所顯示的建議影片。因此，YouTube決定近期將陸續推出3項新功能，讓觀眾擁有更多主控權。第一，系統會依據既有的個人化建議設定提供影片選擇，讓使用者可以在更短時間內找到所需內容，像是與使用者目前正在觀看的影片有關的內容。使用者可以在YouTube首頁上方，或是瀏覽影片時的「即將播放」專區找到這個功能。目前這項功能僅支援Android裝置上的英文版YouTube應用程式，iOS版、電腦版和其他語言版本的使用者在不久後也能開始使用這項服務。第二，如果使用者不希望YouTube再推薦特定頻道的影片，只需要輕觸首頁或「即將播放」專區旁的3點圖示選單，點選「不要推薦這個頻道」，YouTube就不會再向使用者推薦該頻道發布的影片。這項全新功能已陸續支援全球Android和iOS版YouTube應用程式，電腦版不久後也會跟進。第三，YouTube有時候會依據其他與使用者興趣相似的觀眾所喜歡的影片，推薦使用者未曾看過的頻道所推出的影片。現在起，系統根據這項機制向使用者推薦影片時，會在影片下方的小方塊顯示更多相關資訊，以便協助使用者找到可能感興趣的新頻道所推出的影片。這項服務已在全球的iOS版YouTube應用程式陸續推出，Android版和電腦版也即將上線。（編輯：楊凱翔）1080627,科技
16,（中央社記者吳家豪台北27日電）通訊軟體LINE正式推出個人化訊息推播（Smart Channel）功能，即日起會顯示在所有台灣用戶的LINE聊天室列表上方，目前規劃的4種個人化內容包含新聞推薦、天氣、星座、貼圖。Smart Channel版本要求為LINE iOS版本8.16.0以上、LINE Android版本9.4.0以上。電腦版目前不支援Smart Channel。LINE在官方部落格發文說明，以前在聊天室列表上方位置100%都是投放廣告，現在廣告的比例將減少，會輪流推播多樣的內容，讓這個區塊能更實用。舉例來說，推播的「新聞推薦」會顯示用戶可能有興趣的新聞，「天氣」會顯示用戶所在地的氣象，「星座」資訊是關於用戶的每日星座運勢，「貼圖」資訊則向用戶推薦專屬貼圖與表情貼。如果發現Smart Channel推播的星座運勢不是自己的星座，可以到LINE的「個人檔案設定」中，設定自己的生日。如果Smart Channel顯示的天氣不是自己所在地的位置，可以到LINE TODAY中的「今日頭條」，在天氣旁邊的小符號點一下，就會校正位置為「目前所在地」。LINE表示，Smart Channel是透過大數據技術，讓系統認識用戶的偏好，系統再到各種內容中，挑選用戶可能有興趣看到的內容。如果目前推播的內容還沒有100%符合用戶的喜好，是因為系統的機器學習需要一點時間來訓練。如果不希望針對個人偏好來顯示內容，也可以關閉。用戶可以直接點選Smart Channel顯示橫幅旁邊的的3顆小點點，或到LINE的設定中確認。（編輯：楊凱翔）1080627,科技
17,"（中央社倫敦26日綜合外電報導）熟悉中國駭客入侵的消息來源指出，為了竊取客戶的商業機密，中國國家安全部的駭客入侵全球8家規模最大科技服務供應商的網路。路透社今天獨家報導，有關此全球駭客活動的鉅細靡遺的新細節，也就是眾所周知且美國與西方盟友歸咎於中國發動的「雲端跳躍」（Cloud Hopper）駭客行動。美國去年12月的起訴書披露精心策劃的竊取西方智慧財產活動，目的是增進中國的經濟利益，但當中沒有點名受害公司。當時路透社報導提及兩家公司，分別是惠普企業（Hewlett Packard Enterprise）和IBM。如今，路透社另發現至少還有6家業者也遭駭，分別是日本富士通（Fujitsu）、印度塔塔諮詢服務公司（Tata Consultancy Service, TCS）、日本NTT數據公司（NTT Data Corp.）、資通訊技術服務供應商岱凱（Dimension Data）、美國電腦科學公司（Computer Sciences Corporation），以及DXC Technology。路透社也查出超過12家受害者，他們都是服務供應商的客戶，當中包括瑞典電信巨擘愛立信（Ericsson）、與美國海軍合作的造船商亨廷頓英格爾斯工業公司（Huntington Ingalls Industries）。中國則一貫否認涉及駭客活動的一切指控。中國外交部表示，中國反對利用網路進行產業間諜活動。中國外交部發聲明說：「中國政府從來沒有以任何形式涉入或支持任何人竊取商業機密。」儘管2015年美國與中國簽署不從事商業間諜活動協議，但包括APT10在內的中國駭客，能夠在頂級安全專家反制下繼續入侵。英國「政府通訊總部」（GCHQ）前負責人韓尼根（Robert Hannigan）表示：「這是一系列持續性攻擊，造成毀滅性影響。」（譯者：曹宇帆/核稿：劉學源）1080626",科技
18,（中央社華盛頓25日綜合外電報導）火星究竟是否存在甲烷似乎仍是未解之謎。美國國家航空暨太空總署火星探測車好奇號上週偵測到7年火星任務以來濃度最高的甲烷，讓人燃起紅色星球可能存在微生物的希望。但美國國家航空暨太空總署（NASA）今天表示，這週末進行的實驗發現，甲烷濃度已回歸到背景濃度，顯示甲烷濃度暫時驟增是好奇號（Curiosity）過去觀察到的短暫羽流所致。NASA噴射推進實驗室（Jet Propulsion Laboratory）好奇號計畫科學家瓦沙瓦達（Ashwin Vasavada）表示：「我們對持續測量及觀察甲烷在火星大氣中的變化愈來愈感興趣了。」NASA表示，好奇號沒有設備，無法斷言甲烷的來源是有生命有機體的副產品，或者只是地質現象。（譯者：蔡佳伶/核稿：陳昱婷）1080626,科技
19,（中央社記者吳家豪台北26日電）Yahoo奇摩與中華民國全國中小企業總會攜手，今天首度發表「中小企業AI行銷白皮書」，發現近7成中小企業已開始或計劃採用AI解決方案，逾4成中小企業計劃採用AI行銷廣告。中華民國全國中小企業總會秘書長戴麗芬今天在記者會表示，從Yahoo奇摩「中小企業AI行銷白皮書」看到，迎戰智能時代不再只是大型企業專屬課題，占全台企業總數98%的中小企業也正摩拳擦掌，積極借助創新科技的力量。根據Yahoo奇摩「中小企業AI行銷白皮書」，台灣有37%中小企業已經開始採用人工智慧（AI）解決方案，另有31%中小企業計劃採用，合計近7成；其中，已經開始應用AI的主要領域為顧客互動（49%）、數據蒐集（44%）、行銷廣告（31%）。Yahoo奇摩消費者洞察暨數據分析部資深經理張家宜指出，已經運用或測試AI的產業以3C/通訊、金融保險、旅遊為主，共通點是都以服務為導向，而且都擁有大量的用戶數據。至於計劃採用AI的產業以零售/餐飲、製造/專業技術、教育為主。張家宜說，調查發現，44%的中小企業計劃在行銷廣告領域採用AI，其中最期待AI行銷廣告能達成的3大目標分別是「更精準找到新客」（77%）、「掌握顧客喜好與行為」（76%）、「更個人化的溝通」（70%）。Yahoo奇摩營銷優化事業群業務總經理陳婉怡表示，原生廣告能跨螢呈現並與網頁內容整合，自去年12月起，Yahoo奇摩原生廣告整合全新AI技術，推出Yahoo奇摩AI原生廣告，可鎖定既有及潛在消費族群，提高成交機會，推出至今已有近6成客戶採用AI原生廣告解決方案。（編輯：郭萍英）1080626,科技
20,（中央社巴黎25日綜合外電報導）法國數位事務部長塞德里克．奧（Cedric O）今天表示，臉書（Facebook）已同意交出疑似在這個社群媒體平台上，發布仇恨言論的法國用戶身分資料給法官，這也是全球首例。路透社報導，社群巨擘臉書創辦人祖克柏（Mark Zuckerberg）與法國總統馬克宏（Emmanuel Macron）數度會面後，臉書宣布這項決定。馬克宏欲在監管仇恨言論與線上散布假資訊上，扮演全球先驅角色。目前為止，臉書已和法國司法機關就恐攻和暴力行為相關事件進行合作，提供有嫌疑人士的IP位址和其他身分資料給正式提出要求的法國法官。臉書國際事務與通訊傳播副總裁克萊格（Nick Clegg）與塞德里克．奧上週會面後，臉書將這項合作擴大至仇恨言論。塞德里克．奧接受路透社訪問說：「這是個天大的消息，代表著司法程序將能正常運作。這真的非常重要，他們只為法國這樣做。」塞德里克．奧表示，他在過去幾天來，針對這項議題都和克萊格有著密切聯繫，並指出臉書的決定是這個網路巨擘和法國政府持續對話的成果。自今年3月就任以來，塞德里克．奧便將打擊線上仇恨言論視為首要任務，並頻繁與祖克柏等臉書高層互動。對此，臉書拒絕置評。（譯者：王品軒/核稿：張曉雯）1080626,科技
21,（中央社記者吳家豪台北26日電）通訊軟體LINE今天宣布，將首次與南韓市占第一的搜尋引擎NAVER聯手舉辦以人工智慧（AI）為主題的跨國黑客松（Hackathon，程式設計馬拉松）AI RUSH 2019，藉此活絡AI開發者社群並推動AI技術發展。LINE發布新聞稿指出，有鑒於當前許多企業與組織對先進AI技術的需求與日俱增，LINE與NAVER希望透過共同舉辦AI RUSH 2019，活絡對AI有深厚興趣、並具備優異技術的開發者社群，並對逐年進展的AI技術產業有所貢獻。AI RUSH 2019是以AI相關技術為主題的開發競賽，總獎金3萬美元（約新台幣90萬元），只要對AI相關技術感興趣，不限國籍、任何人皆可報名，可由個人或3名以內的成員組隊挑戰。AI RUSH 2019主辦單位將於7月29日至8月8日進行線上初選，排名前30名的隊伍將可繼續參加8月14日至26日的線上決選。通過以上挑戰的隊伍可於8月27日至29日在韓國春川參加現場黑客松總決賽，主辦單位將贊助參賽者的交通與住宿費用。LINE自2017年發表雲端AI技術平台Clova後，陸續推出多款搭載Clova的智慧音箱等產品，例如Clova WAVE、Clova Friends、Clova Friends mini及Clova Desk等。LINE正持續開發與優化Clova技術，包括人類聲音的語音辨識、了解發話意圖的自然語言辨識，以及自然語音合成等。此外，LINE於2018年推出Clova擴充套件開放平台，鼓勵外部企業或開發者自行開發、擴充搭載於Clova的功能。在2018年底，LINE宣布將發展B2B（企業對企業）業務，開放外部開發者與企業使用LINE的AI技術，目前正在進行相關準備，預計於2019年夏季推出。（編輯：李信寬）1080626,科技
22,（中央社奧蘭多25日綜合外電報導）美國太空探索科技公司（SpaceX）今天在佛羅里達州的甘迺迪太空中心發射獵鷹重型火箭，搭載包括台灣福衛七號在內共24枚實驗衛星。SpaceX表示，這是史上最艱鉅的任務之一。路透社報導，億萬富翁馬斯克（Elon Musk）旗下的SpaceX指出，這是最為艱鉅的一次發射任務。獵鷹重型火箭在（Falcon Heavy）延遲3個小時後，於美東時間凌晨2時30分（台灣時間下午2時30分）順利升空。火箭跟推進器安全分離後，隨即展開6個小時的部署衛星任務。火箭左右兩側的推進器順利回收，但核心主推進器卻降落失敗，墜落大西洋海面。馬斯克先前就預言回收主推進器到海上無人船的過程會發生問題。他今早推文表示：「這個計畫成功率很低。」這次的發射任務名為第2太空測試計畫（Space Test Program-2），是獵鷹重型火箭的第3次升空行動。SpaceX稱獵鷹重型火箭為全球最具威力的發射系統，這家公司是美國國防部的承包商。SpaceX表示，他們負責為美國國家航空暨太空總署（NASA）、美國海洋及大氣總署（NOAA）、美國國防部研究室、多所大學和非營利組織將衛星放入地球軌道。其中也包含台灣的福衛七號。台灣的福爾摩沙衛星七號發射升空後，將接棒在太空服役已逾13年的福衛三號，功能更強大，再次驗證台灣太空工業實力。福七升空後，每天會經過台灣6次。（譯者：吳昇鴻/核稿：林治平）1080625,科技
23,（中央社記者劉麗榮台北25日電）福爾摩沙衛星七號順利升空，不過直到繞行地球第3圈、經過台灣地面接收站時，晚間8時48分，6顆衛星才全數取得通聯，福七發射任務圓滿成功。太空中心在今晚8時30分舉行「福七與台灣地面站通聯記者會」，包括行政院長蘇貞昌、科技部長陳良基等人，都透過影片恭喜福七順利升空。蘇貞昌表示，福七成功發射，不只是台灣科技實力向前一大步，也讓世界看到台灣航太實力，希望福七在太空中守護台灣。福爾摩沙衛星七號搭載的獵鷹重型火箭今天下午2時30分順利升空，台北時間下午5時15分左右，開始與達爾文接收站連線，太空中心主任林俊良說，福七第一次繞行，僅聯繫上第2和第3顆衛星；第2次經過達爾文站，聯繫上第4、5、6顆衛星，僅剩一顆衛星仍未取得聯繫。直到晚間8時48分，福七首度經過台灣地面接收站時，才順利取得訊號，林俊良看到操控組長黃文莊跑進記者會現場比出大拇指手勢時，彷彿心中大石放下，才終於露出笑容，「台灣3個接收站都抓到第一顆衛星的訊號，福衛七號6枚衛星全都取得聯繫，總算是成功了！」林俊良說，操控中心利用衛星經過台灣時間，很快對6顆衛星進行健康檢查，包括設定衛星的電腦時間、檢查太陽能板是否已經順利展開、電池狀態是否健康等，目前狀況都是ok的。林俊良表示，未來還有很長一段路要走，因為目前只是粗略檢查健康狀態，接下來一週要徹底檢查每一個衛星的參數和健康狀態，第2週檢查任務酬載、科學酬載的健康狀況，完成後才會進行布軌動作。他說，火箭發射出去是在720公里的軌道上，要依序調整到550公里的軌道上，完成健檢後的一個月，能將資料優先提供給特定對象，7個月公開資料給大眾使用，發射後第19個月，6顆衛星將全部部署到高度550公里的任務軌道，可提供中低緯度均勻分布的掩星觀測資料。福爾摩沙衛星七號是台美近10年來最大的科技合作案，今天順利在奧蘭多美國空軍甘迺迪太空中心（Kennedy Space Center）發射升空，總統蔡英文也親赴新竹太空中心觀禮。火箭升空後，國研院太空中心與甘迺迪太空中心的發射控制中心同時響起一片歡呼聲和掌聲。美國在台協會（AIT）處長酈英傑也到場觀禮，他說，美國在台協會正在歡慶「台灣關係法」40週年，而這次的衛星發射則見證了美台在科學與科技領域上的密切合作和強勁的夥伴關係。（編輯：林淑媛）1080625,科技
24,（中央社記者江明晏台北25日電）「Opensignal 2019年6月台灣行動網路體驗報告」出爐，下載速度體驗方面，中華電領先競爭對手，以34.1Mbps的成績奪冠，遠傳則拿下第二，但Opensignal認為，台灣準備推出5G，還會帶動整體網速躍升。Opensignal今天公布「Opensignal 2019年6月台灣行動網路體驗報告」針對台灣電信市場進行調查，從超過4.11億次的測試樣本中，逐一分析來自5大電信業者的調查結果，包含4G用戶的上傳及下載速度體驗、影音體驗、4G可用率和延遲等5大指標。Opensignal發現，僅少數國家可在4G訊號普及方面與台灣相媲美。其中，台灣大哥大的4G可用率指標躍居領先地位，在最近的測試期間內，其4G可用率得分成長1個百分點，達到95.8%，超過了遠傳電信的94.6%，但兩者差距十分接近。而5家業者中，有4家的4G可用率得分都超過了90%，唯一落後的業者亞太電信的4G可用率得分也僅比90%低1個百分點。在Opensignal的影音體驗指標中，台灣4家電信業者達到「非常好」的評級（65至75，總分為100分），使用者觀看影音期間的載入時間很短，幾乎沒有停頓，其中，中華電信表現奪冠，亞太電信的評級雖未達到「非常好」，但62.1的得分仍達到「好」的評級。在下載速度體驗方面，中華電信領先競爭對手，在Opensignal的測量中，中華電信用戶體驗的34.1Mbps整體下載速度比最接近的競爭對手遠傳電信和台灣大哥大的速度要快7Mbps以上，遠傳則拿下第二。亞太電信和台灣之星在下載速度體驗上較落後，平均速度低於17Mbps。Opensignal指出，此次報告分析結果也顯示，目前台灣較需提升用戶下載速度體驗，許多東亞電信業者的平均下載速度體驗超過30Mbps，而台灣僅有一家電信業者用戶在下載速度體驗上超過30Mbps，但是台灣正準備推出5G網路，將可能會帶動整體網路速度的大幅躍升。此外，在上傳速度體驗上，遠傳電信和中華電信在本指標上可說是並列第一，用戶平均上傳速度都超過10Mbps。台灣大哥大的上傳速度體驗得分為9.9Mbps，僅差少許便是三足鼎立。延遲體驗方面，Opensignal測試，中華電和台灣之星算是並列冠軍，台灣的4家電信業者的延遲體驗得分低於40毫秒，雖然不是非常好的得分，但也反映他們網路的機敏程度。（編輯：趙蔚蘭）1080625,科技
25,（中央社記者劉麗榮台北25日電）福爾摩沙衛星七號順利升空，發射後165分鐘首度經過澳洲達爾文接收站，地面操控中心屏息以待，在與達爾文通訊的11分鐘內，順利在最後4分鐘內抓到訊號，也代表衛星發射成功。福爾摩沙衛星七號搭乘的SpaceX獵鷹重型火箭今天下午2時30分順利升空，台北時間下午5時15分左右，與達爾文接收站連線，試圖向6顆衛星下指令，操作人員說，「目前發射機是關的，要下指令請它打開」。太空操作人員說明，螢幕上的頻譜有「起伏」變化，才算抓到衛星訊號，確認衛星有在運作。福七首次經過達爾文站只有短短的11分鐘，太空中心主任林俊良在操控室外，隔著玻璃窗觀看數據變化，眼看5分鐘、6分鐘過去，「怎麼都還沒歡呼」、「這時候看蕭文宗（操作指揮官）的表情最準」，現場氣氛相當緊張，因為衛星發射成功與否，要看是否接收得到衛星訊號。結果，在最後4分鐘內，操控中心掀起一陣歡呼，「抓到了、抓到了」。操作人員說，一般來講，一開始訊號最好抓，之後仰角越高越難抓，所以越到後面越難抓。操作人員表示，衛星和火箭分離的時候，SpaceX會提供軌道參數，抓不到代表參數不是很準。理想狀態是，6顆衛星輪流開1.5分鐘，以確認每顆衛星都是正常運作，目前首次通聯來看，共抓到第二和第三顆衛星的訊號，其餘4顆衛星要等97分鐘後的第二次通聯，再次接收訊號。有趣的是，操控中心接收福衛七號訊號的同時，福衛五號也同時經過台灣，是太空中心最不喜歡的狀況，所以同時有兩組人在操作，相當忙碌。（編輯：張均懋）1080625,科技
26,（中央社記者江今葉佛州奧蘭多25日電）福衛七號今天凌晨順利發射，對於較預期晚3個小時發射，科技部長陳良基表示，是因為閘門油壓出狀況，所幸快速解決，讓台灣團隊備受其他團隊肯定，期盼日後合作。福爾摩沙衛星七號是台美近10年來最大的科技合作案，在美東時間凌晨2時30分順利在奧蘭多美國空軍甘迺迪太空中心（Kennedy Space Center）發射升空，總統蔡英文也親赴新竹太空中心觀禮。火箭升空後，國研院太空中心與甘迺迪太空中心的發射控制中心同時響起一片歡呼聲和掌聲。福衛七號原先預計發射時間為24日晚間11時30分，但負責的SpaceX兩度通知延遲，先是延至25日凌晨2時，後又再度推遲半小時，最後在2時30分順利發射升空。對此，陳良基坦言，剛接到消息蠻緊張的。太空中心管控室在測試時傳出地面系統有問題，檢測後確定是閘門油壓出狀況。但在找出問題所在後，「比較篤定，找出問題就知道狀況，不會太緊張了」。在等候發射過程中，此次火箭搭載的24顆衛星相關主持人也都親自到現場見證，利用機會介紹各衛星任務，台灣的福衛七號是第一個被介紹的。陳良基說，台灣團隊十分受到矚目，一個主因在於這是美國空軍首次跟民間合作發射衛星，美方對台灣衛星技術十分推崇，也對台灣團隊的整備能力大為肯定。多位計畫主持人報告時也推崇台灣團隊實力，認為台灣團隊動作快又好，期待日後能有合作機會，台灣受到國際肯定。陳良基指出，在像福衛七號這樣的複雜跨國團隊合作中，台灣團隊有條理、有秩序，工程問題能快速整備，受到許多團隊肯定，也顯示台灣太空技術經過30年演練，有實力可以做更多拓展。國家實驗研究院院長王永和則說，雖然歷經非常興奮的一刻，身上負擔也稍微減輕，但後續衛星必須能順利進入軌道，做好調整。期望19個月以後，這些衛星能在適當軌道上發揮最大功能，提供氣象預測上最大、最好數據，提供科學家研究所需。王永和表示，衛星跟火箭已經脫離，但須確定達爾文站能順利收到訊號，以及在通過台灣時，台灣也能順利聯繫。若是能達成這些目標，計畫應該是成功一大半。（編輯：林憬屏）1080625,科技
27,（中央社記者劉麗榮台北25日電）福爾摩沙衛星七號搭載的獵鷹重型火箭今天順利升空，科技部表示，太空3期計畫，平均一年要發射一枚衛星。接下來於2021年準備發射獵風者號衛星，2022年則是「福衛八號」。總統蔡英文下午親赴太空中心觀看福七現場連線的發射實況，她表示，未來每年將發射一枚新的衛星，一棒接一棒，展現台灣發展太空的決心。科技部次長謝達斌說，接下來還有獵風者衛星和福衛八號。太空中心主任林俊良表示，獵風者衛星也是氣象衛星，但跟福七的量測原理不一樣，主要是接收GPS打到海面上的折射訊號，反推海面上漣漪程度，用來推估海面上的風場狀況，跟量測颱風有關係。預計在2021年發射。林俊良指出，福衛八號是光學遙測衛星，比福五精準度提升一倍，預計2022年發射。林俊良說，很高興火箭順利發射，預計火箭發射後約91分鐘，衛星將開始與火箭分離，6枚衛星完全分離歷時約16分鐘。下個階段在165分鐘後會經過澳洲達爾文地面站，與福七取得聯繫，屆時比較可以明確知道衛星運作狀況。太空中心說，發射後378分鐘，福七將與位在中壢及台南的台灣地面站進行首次通聯。（編輯：趙蔚蘭）1080625,科技
